case_id,post_date,hastert,hastert_probe,cheney,cheney_probe,blair,blair_probe,rehnquist,rehnquist_probe
622,2004-11-16,5,1,1,5,1,5,8,5
623,2004-11-06,5,1,1,5,1,5,5,5
624,2004-11-18,8,1,1,5,1,5,5,1
625,2004-11-08,5,1,1,5,1,5,5,1
626,2004-12-03,8,1,1,5,1,5,8,1
628,2004-11-08,8,1,5,5,8,1,8,5
630,2004-11-16,8,1,1,5,8,1,8,5
631,2004-11-12,1,5,1,5,1,5,1,5
632,2004-11-17,8,5,1,5,1,1,5,1
633,2004-11-04,8,5,1,5,1,5,1,5
635,2004-11-03,5,1,1,5,1,5,1,5
637,2004-11-15,1,5,1,5,1,5,1,5
638,2004-11-30,8,1,1,5,5,5,8,1
639,2004-12-01,8,5,1,5,1,5,1,5
640,2004-11-18,8,1,5,1,5,5,5,5
641,2004-11-11,8,1,1,5,1,5,8,1
642,2004-11-09,8,5,1,5,8,5,1,5
643,2004-11-17,5,5,1,5,1,5,1,5
644,2004-11-07,8,1,1,1,1,5,8,1
645,2004-11-10,8,5,1,5,1,5,1,5
646,2004-11-09,1,5,1,5,1,5,1,5
647,2004-12-09,8,5,1,5,8,5,8,5
648,2004-11-06,8,1,5,1,8,1,8,1
649,2004-11-16,1,5,1,5,1,5,1,5
650,2004-11-03,8,1,1,5,1,5,1,5
651,2004-11-07,8,1,1,5,8,1,8,1
652,2004-11-13,8,5,1,5,5,5,8,5
653,2004-11-08,5,5,1,5,1,5,1,5
654,2004-11-08,8,1,1,5,5,5,8,1
655,2004-11-10,8,5,1,5,1,5,8,5
656,2004-11-26,1,5,1,5,1,5,1,5
657,2004-11-27,5,1,5,5,1,5,5,5
658,2004-11-13,8,5,1,5,1,5,8,5
659,2004-11-20,8,1,1,5,1,5,5,5
661,2004-11-08,5,5,1,5,1,5,1,5
664,2004-11-15,8,1,8,5,8,5,8,5
665,2004-12-04,5,1,1,5,1,5,1,1
666,2004-11-06,5,1,5,1,5,1,1,5
668,2004-11-21,8,1,1,5,1,5,8,1
669,2004-11-04,8,1,1,5,8,5,5,5
671,2004-11-09,8,5,1,5,1,5,5,1
672,2004-11-12,8,1,1,5,1,5,8,1
673,2004-11-08,5,1,1,5,1,1,5,5
674,2004-12-06,8,1,1,5,8,1,8,1
675,2004-11-08,8,1,1,5,1,5,8,1
676,2004-11-18,8,5,1,5,1,5,5,5
677,2004-11-04,8,5,8,5,8,5,8,5
679,2004-11-24,8,5,8,5,8,5,8,5
680,2004-11-15,8,5,1,5,1,5,5,5
681,2004-11-07,8,1,1,1,1,1,5,1
682,2004-11-12,8,5,1,5,1,5,8,5
683,2004-12-06,8,5,1,5,1,5,5,5
684,2004-11-08,8,1,1,5,1,5,8,1
686,2004-11-22,8,1,1,5,8,1,8,5
687,2004-11-26,8,5,8,5,8,5,8,5
688,2004-11-09,1,5,1,5,1,5,8,1
690,2004-11-28,5,1,1,5,1,5,1,5
691,2004-11-06,5,5,1,5,1,5,1,5
692,2004-11-12,1,5,1,5,1,5,1,5
694,2004-12-01,5,5,1,5,1,5,5,5
696,2004-11-06,8,5,1,5,8,5,8,5
697,2004-12-03,8,5,1,5,5,5,5,5
698,2004-11-07,1,5,1,5,1,5,1,5
699,2004-11-06,8,5,1,5,1,5,5,5
700,2004-12-17,8,1,5,1,5,1,8,1
701,2004-11-05,1,5,1,5,1,5,1,5
702,2004-11-10,8,5,8,1,8,5,8,1
703,2004-11-17,8,5,1,5,8,5,8,5
704,2004-11-07,8,5,1,5,8,5,8,5
705,2004-11-09,8,1,1,5,1,5,1,5
706,2004-11-17,8,1,1,5,1,5,5,5
707,2004-12-15,8,1,1,5,1,5,5,5
708,2004-11-20,5,1,1,5,5,5,8,1
709,2004-11-22,8,1,5,5,5,5,5,1
710,2004-11-07,8,5,1,5,1,5,8,5
711,2004-11-17,8,5,1,5,5,1,8,5
714,2004-11-09,8,5,1,5,5,5,5,5
715,2004-11-06,8,1,1,5,1,5,5,1
716,2004-11-13,8,5,1,5,1,5,8,5
717,2004-11-08,8,1,1,5,1,5,5,1
718,2004-11-06,8,1,1,5,1,5,5,1
719,2004-11-06,8,1,1,5,1,5,5,5
720,2004-12-07,8,1,1,5,1,1,1,5
721,2004-11-08,8,5,1,5,8,5,5,5
722,2004-11-13,8,5,1,5,1,1,5,1
723,2004-11-07,8,1,8,5,5,5,5,5
724,2004-11-14,8,1,1,5,8,1,8,1
727,2004-11-03,5,1,5,1,8,1,8,1
728,2004-11-09,5,5,1,5,1,5,8,1
729,2004-11-04,5,1,1,5,5,5,5,5
730,2004-11-04,1,5,1,5,1,5,5,1
731,2004-11-11,8,1,1,5,1,5,8,5
732,2004-11-09,8,5,1,5,1,5,8,5
733,2004-12-16,5,5,1,5,1,5,5,5
734,2004-12-15,8,1,1,5,1,5,8,1
735,2004-11-17,8,1,1,5,1,5,8,1
736,2004-12-04,8,1,1,5,1,5,1,5
737,2004-11-08,5,5,1,5,5,5,8,1
738,2004-11-26,8,1,1,1,1,1,8,1
739,2004-12-08,5,5,1,1,5,1,5,1
740,2004-11-10,8,5,1,5,5,1,8,5
741,2004-11-17,5,1,1,5,1,5,5,5
742,2004-11-18,8,1,1,5,1,5,5,1
743,2004-11-14,8,1,1,5,1,5,1,5
744,2004-11-22,8,1,1,5,1,5,8,1
746,2004-11-05,8,1,1,5,5,5,8,5
747,2004-12-17,8,5,8,5,8,5,8,5
748,2004-11-10,8,1,1,1,8,1,5,1
749,2004-11-05,8,1,1,5,1,5,8,5
751,2004-11-11,8,1,1,5,1,5,8,1
752,2004-11-18,8,1,5,1,8,1,8,1
753,2004-11-28,8,5,1,5,1,5,1,5
755,2004-11-05,5,5,1,5,1,5,1,5
756,2004-12-16,8,1,1,5,1,5,1,5
757,2004-11-17,8,1,1,5,1,5,1,5
759,2004-12-15,8,5,1,5,1,1,1,1
760,2004-11-15,8,1,8,1,8,1,8,1
761,2004-11-05,8,5,1,5,1,5,1,5
762,2004-11-04,8,1,1,5,5,1,8,1
763,2004-11-11,8,5,1,5,1,5,1,5
764,2004-11-16,8,1,5,1,8,1,8,1
765,2004-11-07,8,1,1,5,1,5,1,5
766,2004-12-10,8,1,1,5,1,1,8,1
767,2004-11-04,8,1,1,5,1,5,1,5
768,2004-11-10,8,5,1,5,1,5,5,1
769,2004-11-27,8,1,1,5,1,5,1,5
770,2004-11-18,8,5,1,5,1,5,8,5
771,2004-11-27,8,1,8,1,8,1,8,1
772,2004-11-09,1,5,1,5,1,5,1,5
773,2004-11-04,8,1,1,5,5,1,5,5
774,2004-11-06,8,5,1,5,1,5,8,5
775,2004-11-09,8,1,1,5,1,5,1,5
776,2004-11-23,8,1,1,1,8,1,8,1
777,2004-11-05,8,1,5,1,8,1,8,1
778,2004-12-01,8,5,1,5,1,5,8,5
779,2004-11-10,5,1,1,5,1,5,8,1
780,2004-12-08,8,5,1,5,1,5,8,5
782,2004-12-08,8,5,1,5,1,5,1,5
783,2004-11-15,1,5,1,5,1,5,1,5
784,2004-11-15,5,1,1,5,5,1,5,1
785,2004-11-21,8,1,1,5,1,5,5,1
786,2004-11-06,8,5,1,5,1,5,5,5
787,2004-11-08,8,1,5,1,5,1,5,1
788,2004-11-11,8,1,1,5,1,5,5,1
789,2004-11-10,1,5,1,5,1,5,1,5
790,2004-11-15,8,5,1,5,1,5,8,5
791,2004-11-22,8,5,1,5,1,5,1,5
792,2004-11-14,8,5,8,5,8,5,8,5
793,2004-11-09,8,1,1,5,5,1,1,5
794,2004-11-10,8,5,8,5,8,5,8,5
795,2004-11-13,8,1,1,5,1,5,8,1
796,2004-11-17,8,1,1,5,1,5,1,5
797,2004-12-12,8,1,1,1,5,1,8,1
798,2004-11-15,8,5,1,5,1,5,1,5
800,2004-11-12,8,1,5,1,8,1,5,1
801,2004-11-15,8,5,1,5,8,5,8,5
802,2004-11-21,8,5,1,5,1,1,8,5
803,2004-11-03,8,5,1,5,1,5,5,5
805,2004-11-28,8,5,1,5,8,5,8,5
806,2004-11-10,8,5,1,5,5,5,5,5
807,2004-12-01,1,5,1,5,1,5,1,5
808,2004-11-11,8,5,1,5,1,5,8,5
809,2004-11-06,8,5,1,5,8,5,8,5
810,2004-11-06,8,5,1,5,1,5,1,5
811,2004-11-15,8,1,1,5,1,5,5,1
812,2004-11-06,8,5,1,5,1,5,1,5
813,2004-12-07,8,5,1,5,1,5,1,5
814,2004-11-29,8,5,1,5,1,5,1,5
815,2004-11-16,8,1,1,5,1,5,8,5
816,2004-11-17,8,1,5,1,8,1,8,1
817,2004-11-21,8,1,5,1,8,5,5,1
818,2004-12-02,8,1,1,5,1,5,5,5
819,2004-11-18,8,5,1,5,8,5,8,5
821,2004-11-08,8,1,1,5,5,5,8,1
822,2004-11-24,1,5,1,5,1,5,1,5
823,2004-11-03,8,5,1,5,8,5,8,5
824,2004-11-07,5,1,1,5,1,5,5,1
825,2004-11-05,8,1,1,1,5,5,8,1
826,2004-11-11,8,1,1,5,5,5,8,1
827,2004-12-01,8,1,1,5,8,1,8,1
828,2004-11-29,8,1,1,5,1,5,8,1
829,2004-12-02,1,5,1,5,1,5,5,1
830,2004-11-17,5,5,1,5,1,5,8,5
832,2004-12-06,8,1,1,5,1,5,8,1
833,2004-12-05,1,5,1,5,1,5,1,5
834,2004-11-18,5,5,1,5,1,5,1,5
835,2004-12-11,8,1,5,5,8,1,5,5
836,2004-11-05,8,1,1,5,1,5,5,5
837,2004-11-10,8,5,1,5,1,5,5,5
838,2004-11-09,8,1,8,1,8,1,8,1
839,2004-11-16,8,1,1,5,1,5,8,1
840,2004-11-17,5,1,1,5,1,5,5,5
841,2004-11-20,1,5,1,5,1,5,5,5
842,2004-11-10,8,1,1,5,1,5,5,5
843,2004-11-11,1,1,1,5,1,5,1,5
844,2004-11-10,8,1,1,5,1,5,5,5
845,2004-12-18,8,1,1,5,1,5,5,5
846,2004-11-09,5,1,1,5,5,1,5,1
847,2004-11-12,8,1,1,5,1,1,8,1
848,2004-11-10,8,5,1,5,8,1,8,1
849,2004-11-17,8,5,1,5,1,5,1,5
851,2004-11-11,8,1,1,5,1,5,8,1
856,2004-11-18,1,5,1,5,1,5,1,5
858,2004-11-20,8,1,1,5,1,5,1,5
859,2004-11-09,8,5,1,5,8,5,8,5
860,2004-11-06,8,5,1,1,1,5,8,5
863,2004-11-28,5,1,5,1,5,1,5,5
864,2004-11-13,8,5,5,5,8,5,8,5
866,2004-11-04,8,5,8,5,8,5,8,5
867,2004-11-16,8,5,1,1,8,5,8,5
868,2004-11-03,8,1,8,1,8,1,8,1
869,2004-12-03,8,5,1,5,1,5,8,1
870,2004-11-10,8,5,8,5,8,5,8,5
871,2004-12-04,8,5,5,5,8,5,8,5
872,2004-11-30,5,1,1,5,1,5,1,5
873,2004-11-20,8,1,1,5,1,5,8,1
874,2004-11-09,8,5,1,5,1,5,8,5
875,2004-11-16,8,1,1,5,1,1,8,1
876,2004-11-07,5,5,1,5,1,5,1,5
877,2004-11-04,8,1,1,5,5,5,8,5
878,2004-11-08,5,5,1,5,1,5,1,5
880,2004-11-11,8,5,1,5,1,5,1,1
881,2004-11-13,5,1,5,5,5,5,5,5
882,2004-11-05,8,5,1,5,1,5,1,5
883,2004-11-09,8,1,1,5,8,1,8,1
884,2004-11-27,8,1,8,1,8,5,5,5
885,2004-11-06,1,5,1,5,1,5,1,5
886,2004-11-10,8,1,1,5,5,5,5,1
887,2004-11-06,5,5,1,5,1,5,1,5
888,2004-11-04,8,5,1,5,1,5,1,5
889,2004-11-24,8,1,8,1,8,1,8,1
890,2004-11-17,8,1,1,5,1,5,1,5
891,2004-11-06,8,5,1,5,1,5,8,5
892,2004-11-19,8,5,1,5,1,1,8,5
893,2004-12-15,8,5,8,5,8,5,8,5
894,2004-11-13,8,5,1,5,1,5,8,5
895,2004-11-06,8,5,1,5,8,5,8,5
896,2004-11-12,8,1,5,5,8,1,8,1
897,2004-12-06,1,5,1,5,1,5,1,5
898,2004-11-06,8,1,1,5,1,5,5,5
899,2004-11-26,8,1,1,5,8,1,8,1
900,2004-11-07,8,1,1,5,1,5,5,1
901,2004-11-16,1,5,1,5,1,5,1,5
902,2004-12-05,8,1,1,5,1,5,5,1
903,2004-11-29,5,1,1,5,1,5,1,5
904,2004-11-17,8,1,1,5,1,5,1,5
905,2004-11-04,8,1,1,5,1,5,8,1
906,2004-11-14,8,1,5,1,5,1,8,1
907,2004-12-05,1,5,1,5,1,5,1,5
908,2004-12-01,5,1,1,5,1,5,5,1
909,2004-11-04,8,1,1,5,1,5,8,1
910,2004-11-18,8,1,1,5,8,1,8,1
911,2004-11-03,8,5,1,5,8,5,8,5
912,2004-11-23,8,1,1,5,5,5,5,5
913,2004-11-09,1,5,1,5,1,5,1,5
914,2004-11-08,8,5,1,5,1,5,8,5
915,2004-11-05,8,5,1,5,1,5,1,5
916,2004-12-02,8,1,1,5,1,5,1,5
917,2004-11-16,8,5,1,5,1,5,8,5
918,2004-11-10,8,1,1,5,1,5,1,5
919,2004-11-09,8,5,1,5,8,5,8,5
921,2004-11-18,5,5,1,5,1,5,1,5
922,2004-12-02,8,5,1,5,1,5,1,5
923,2004-11-18,8,5,1,5,8,5,8,5
924,2004-11-09,8,1,1,5,1,5,1,1
925,2004-11-07,8,1,1,5,1,5,1,5
926,2004-11-12,1,5,1,5,1,5,1,5
927,2004-12-03,8,5,1,5,1,1,8,5
928,2004-12-04,8,1,1,5,1,5,5,5
929,2004-11-27,8,1,1,5,5,5,8,1
930,2004-11-08,8,1,1,5,1,5,5,5
931,2004-11-09,8,5,8,5,8,5,8,5
932,2004-11-11,8,1,1,5,1,5,5,5
933,2004-11-11,8,5,1,5,8,1,8,5
934,2004-11-20,8,5,1,5,1,5,1,5
935,2004-11-08,8,1,8,1,8,1,8,1
936,2004-11-06,8,5,1,5,8,5,8,5
937,2004-11-18,8,5,1,5,1,5,1,5
938,2004-11-20,8,5,1,5,1,1,1,5
939,2004-11-17,8,5,1,5,1,5,8,5
940,2004-11-30,8,5,8,1,8,5,8,5
941,2004-11-20,5,1,1,5,1,5,5,5
943,2004-11-06,5,1,1,5,1,5,5,1
944,2004-11-03,8,1,5,1,5,1,8,5
945,2004-11-23,8,5,1,5,1,5,5,5
946,2004-12-12,5,1,8,5,8,5,8,1
947,2004-11-09,8,5,5,5,1,5,8,5
950,2004-11-18,8,5,1,5,1,5,8,5
951,2004-12-03,8,5,1,5,1,5,1,5
953,2004-11-18,8,5,1,5,1,5,5,5
954,2004-11-23,8,5,1,5,1,5,8,1
955,2004-12-04,5,1,1,5,1,5,5,1
958,2004-11-09,8,5,1,5,1,5,1,5
959,2004-11-05,8,5,1,1,5,1,8,1
960,2004-11-06,8,1,1,5,1,5,5,1
962,2004-11-05,1,5,1,5,5,5,1,5
963,2004-11-06,5,1,1,5,1,5,1,5
964,2004-11-10,5,1,1,5,5,5,5,1
965,2004-11-15,8,5,1,5,1,5,1,5
966,2004-11-06,8,5,1,5,1,5,1,5
967,2004-11-08,8,5,1,5,1,5,5,1
968,2004-11-04,5,5,1,5,5,1,8,1
970,2004-12-08,8,1,8,1,8,1,8,1
972,2004-11-10,1,5,1,5,1,5,1,5
973,2004-11-10,8,5,1,5,8,5,8,5
974,2004-11-09,1,5,1,5,1,5,1,5
975,2004-11-29,8,1,8,1,8,1,8,1
976,2004-12-07,8,1,1,5,1,5,5,5
977,2004-11-07,5,1,1,5,1,5,5,5
979,2004-11-22,8,1,1,5,1,5,5,5
980,2004-11-04,8,1,1,5,8,1,8,1
981,2004-11-16,1,5,1,5,1,5,1,5
982,2004-12-18,8,1,1,5,1,5,8,1
983,2004-11-15,1,5,1,5,1,5,1,1
984,2004-11-30,8,5,1,5,1,5,1,5
985,2004-11-16,8,5,1,5,1,5,1,1
986,2004-11-09,5,5,1,5,1,5,1,5
987,2004-12-01,8,5,1,5,8,5,8,5
988,2004-11-22,8,1,1,5,1,5,8,1
989,2004-11-07,8,1,1,5,5,1,8,5
990,2004-12-05,1,1,1,5,1,5,1,5
991,2004-11-08,8,5,8,5,8,5,8,5
992,2004-11-23,8,5,1,5,1,5,1,5
993,2004-11-06,8,1,1,5,1,5,8,1
994,2004-11-09,5,5,1,5,8,5,8,5
996,2004-11-15,8,5,1,5,8,1,8,5
997,2004-11-20,8,1,1,5,1,5,8,1
998,2004-11-10,8,5,1,5,1,5,8,5
999,2004-11-04,5,1,1,5,1,5,5,5
1000,2004-12-07,1,5,1,5,1,5,1,5
1001,2004-11-18,8,1,1,5,5,5,8,5
1002,2004-11-10,8,1,1,5,1,1,8,1
1003,2004-11-14,8,5,1,5,1,5,8,5
1004,2004-11-17,8,5,8,5,8,5,8,5
1005,2004-12-12,8,1,8,1,8,1,8,1
1006,2004-12-04,5,1,1,5,5,1,8,5
1007,2004-11-06,5,1,1,5,1,5,5,5
1008,2004-12-06,8,1,1,5,1,5,1,5
1009,2004-11-15,8,5,1,5,1,5,8,5
1010,2004-12-03,8,5,8,1,5,1,8,5
1012,2004-11-07,8,1,1,5,8,1,8,1
1013,2004-11-27,8,1,1,5,1,5,1,5
1014,2004-11-30,8,1,1,1,5,1,8,1
1015,2004-11-06,8,1,1,5,8,5,8,5
1016,2004-11-11,1,5,1,5,1,5,1,5
1017,2004-12-13,8,1,1,5,8,1,8,1
1018,2004-12-17,8,1,1,5,1,5,8,1
1019,2004-11-09,8,5,1,5,5,1,8,1
1020,2004-12-01,8,5,1,5,8,5,8,5
1021,2004-11-04,8,1,1,5,8,1,8,1
1023,2004-11-24,5,1,1,5,1,5,5,5
1024,2004-11-14,5,5,1,5,1,5,5,5
1025,2004-12-06,8,1,1,5,1,5,5,5
1026,2004-11-07,8,1,1,5,1,5,5,5
1027,2004-11-30,8,1,1,1,1,5,5,1
1028,2004-11-20,8,5,1,5,1,5,5,5
1030,2004-12-01,8,1,1,1,5,1,5,1
1031,2004-11-04,1,5,1,5,1,5,1,5
1032,2004-11-12,8,5,1,5,1,5,8,5
1033,2004-11-05,8,1,1,5,1,5,5,5
1034,2004-11-16,8,1,5,1,8,1,8,1
1035,2004-11-18,8,5,1,5,1,5,8,5
1036,2004-11-13,8,1,1,5,1,5,5,5
1037,2004-12-02,8,1,8,1,8,1,8,1
1038,2004-11-11,8,1,1,5,1,5,5,5
1039,2004-11-07,1,5,1,5,1,5,1,5
1040,2004-11-07,8,5,1,5,1,5,5,5
1041,2004-11-10,8,5,1,5,5,1,8,5
1042,2004-11-20,5,1,1,5,1,5,1,5
1045,2004-11-15,1,5,1,5,1,5,1,5
1046,2004-11-20,5,1,1,5,1,5,1,5
1047,2004-11-19,8,1,8,1,8,1,8,1
1048,2004-11-29,8,1,1,5,8,1,8,1
1049,2004-11-16,8,5,1,5,1,5,1,5
1050,2004-11-16,8,5,1,5,1,5,5,5
1051,2004-11-24,1,5,1,5,1,5,1,5
1052,2004-11-03,8,5,5,5,8,5,8,5
1053,2004-11-27,8,5,1,5,8,5,8,5
1054,2004-11-07,5,1,1,5,1,5,5,5
1055,2004-11-20,8,1,1,5,1,5,1,5
1057,2004-11-14,8,5,1,5,1,5,8,1
1058,2004-11-21,8,1,1,5,1,5,1,5
1059,2004-11-07,8,1,1,5,1,5,8,1
1061,2004-12-09,8,5,8,5,8,5,8,5
1063,2004-11-05,8,5,1,5,8,5,8,5
1064,2004-11-18,1,1,1,5,5,5,8,1
1065,2004-11-07,8,5,1,5,8,5,8,5
1068,2004-11-22,8,1,1,5,1,5,5,5
1069,2004-11-17,8,5,1,5,1,5,8,5
1071,2004-11-23,8,1,1,5,1,5,1,5
1072,2004-12-18,8,5,1,5,1,5,5,5
1073,2004-12-10,8,5,8,5,8,5,8,5
1074,2004-11-05,8,1,1,5,1,5,1,5
1075,2004-11-17,1,5,1,5,1,5,1,5
1076,2004-12-08,8,1,1,1,1,5,5,1
1077,2004-12-05,8,5,1,5,8,5,8,5
1078,2004-12-13,8,1,5,1,8,1,8,1
1079,2004-11-07,8,5,1,5,1,5,1,5
1080,2004-11-18,5,1,1,5,8,1,8,1
1081,2004-11-18,8,5,1,5,1,5,8,5
1082,2004-11-07,8,5,1,5,1,5,8,5
1083,2004-11-08,8,5,1,5,1,5,5,5
1085,2004-11-09,8,5,1,5,1,5,1,5
1086,2004-12-03,8,1,5,1,8,1,8,1
1087,2004-11-08,8,1,1,5,1,5,8,1
1088,2004-11-30,8,5,1,5,1,5,5,5
1089,2004-11-12,5,1,1,5,1,5,1,1
1090,2004-11-08,8,1,1,5,5,5,8,1
1091,2004-12-03,8,5,1,5,1,5,1,5
1092,2004-12-11,8,5,1,5,1,5,8,5
1093,2004-11-11,5,1,5,1,1,5,1,5
1095,2004-11-07,8,5,8,5,8,5,8,5
1096,2004-12-13,8,5,1,5,1,5,1,5
1097,2004-11-14,8,5,1,1,1,5,5,1
1098,2004-11-06,1,5,1,5,1,5,1,5
1099,2004-11-04,8,1,1,5,8,1,8,1
1100,2004-11-05,8,1,1,5,5,1,5,1
1103,2004-11-27,8,1,1,5,1,5,1,5
1104,2004-12-05,8,1,1,5,5,5,1,5
1105,2004-11-17,8,1,1,5,5,5,8,1
1106,2004-11-04,8,1,1,5,1,5,1,5
1107,2004-11-13,8,5,8,5,8,5,8,5
1109,2004-11-17,8,5,1,5,8,5,8,5
1111,2004-11-15,5,1,1,5,1,5,5,5
1112,2004-12-06,8,1,1,5,1,5,5,1
1113,2004-11-27,8,1,8,1,8,1,8,1
1114,2004-11-20,8,5,1,5,1,5,8,5
1115,2004-11-04,8,5,1,5,5,5,8,5
1116,2004-11-20,1,5,1,5,1,5,1,5
1117,2004-11-05,8,5,1,5,1,5,8,5
1118,2004-12-02,1,5,1,5,1,5,1,5
1119,2004-11-21,8,5,1,5,1,5,8,5
1120,2004-12-03,8,1,1,5,1,5,8,1
1121,2004-11-14,8,1,1,5,8,1,8,5
1122,2004-11-09,8,1,1,5,1,5,1,5
1123,2004-12-09,8,1,8,1,8,1,8,1
1124,2004-11-07,5,1,1,5,8,1,5,5
1125,2004-11-12,8,1,8,1,8,1,8,1
1127,2004-11-29,8,5,1,5,1,5,5,5
1128,2004-11-09,8,5,1,5,1,5,8,1
1129,2004-11-13,8,5,8,5,5,1,8,5
1130,2004-11-08,8,5,1,5,1,5,8,5
1131,2004-11-09,8,1,1,5,1,5,8,1
1133,2004-11-05,1,1,1,5,1,5,5,5
1135,2004-11-07,8,5,1,5,8,5,8,5
1136,2004-11-05,8,1,1,5,1,5,1,5
1137,2004-11-10,1,5,1,5,5,5,1,5
1140,2004-11-09,8,5,1,5,5,1,8,5
1142,2004-11-04,8,5,8,5,8,5,8,5
1143,2004-11-04,8,5,1,5,5,5,8,5
1144,2004-11-15,8,5,1,5,1,5,8,5
1145,2004-11-06,8,1,1,5,1,5,8,1
1146,2004-11-04,8,1,1,5,8,1,8,1
1147,2004-11-09,8,5,1,5,8,5,8,5
1148,2004-11-10,5,1,1,5,1,5,8,1
1149,2004-12-04,8,1,1,5,1,5,8,1
1150,2004-11-13,5,1,1,5,1,5,1,5
1151,2004-11-10,5,1,1,5,1,5,5,5
1153,2004-11-11,8,5,1,5,1,1,8,5
1154,2004-11-09,5,1,1,5,1,5,5,5
1155,2004-12-02,8,5,5,5,1,5,8,5
1156,2004-12-05,1,5,1,5,1,5,1,5
1157,2004-12-04,8,1,1,5,1,5,1,5
1159,2004-11-18,5,5,1,5,1,5,5,5
1162,2004-11-17,1,5,1,5,1,5,1,5
1163,2004-11-04,8,5,1,5,8,1,8,1
1164,2004-11-05,8,1,1,5,1,5,1,5
1165,2004-11-11,8,1,1,5,5,1,8,1
1166,2004-11-05,8,5,1,5,1,5,1,5
1167,2004-12-01,8,1,1,5,1,5,1,5
1169,2004-12-15,1,1,1,5,1,5,1,1
1170,2004-11-18,8,1,8,1,8,1,8,1
1171,2004-12-15,8,5,1,5,1,5,1,5
1172,2004-11-30,8,5,1,5,1,5,1,5
1173,2004-11-10,5,1,5,1,5,1,8,1
1174,2004-11-20,8,5,1,5,1,5,8,5
1175,2004-11-09,8,1,1,5,1,5,8,5
1177,2004-12-05,1,5,1,5,1,5,1,5
1178,2004-11-08,1,1,1,5,1,5,1,5
1179,2004-11-09,8,1,5,1,8,1,8,1
1180,2004-11-23,5,1,1,5,1,5,5,1
1181,2004-11-05,8,5,1,5,1,5,5,5
1183,2004-11-30,8,5,1,5,1,5,1,5
1184,2004-11-22,5,1,8,1,8,1,8,1
1185,2004-11-18,8,5,1,5,1,5,1,5
1186,2004-12-06,8,5,1,5,8,5,8,5
1187,2004-11-17,1,5,1,5,1,5,1,5
1188,2004-11-17,5,1,1,5,1,5,1,5
1189,2004-11-11,8,1,1,5,1,5,1,5
1190,2004-11-04,8,5,1,5,1,1,5,5
1191,2004-11-10,8,1,1,5,1,5,5,1
1192,2004-11-30,8,1,1,5,1,5,1,5
1193,2004-11-15,8,5,8,5,8,5,8,5
1194,2004-11-16,8,1,1,5,1,5,1,5
1195,2004-12-04,8,1,8,1,8,1,8,1
1196,2004-11-16,8,5,1,5,8,5,8,5
1197,2004-11-06,5,1,1,5,5,5,5,5
1198,2004-11-08,1,5,1,5,1,5,1,5
1199,2004-12-06,8,1,1,5,8,1,5,1
1200,2004-11-08,8,5,1,5,1,5,1,5
1201,2004-11-09,8,1,1,1,1,5,8,1
1202,2004-11-19,5,5,1,5,1,5,5,5
1203,2004-11-07,8,5,1,5,1,5,1,5
1205,2004-11-06,8,1,1,5,1,5,1,5
1206,2004-11-09,8,5,5,5,8,5,8,5
1207,2004-11-12,1,1,1,5,1,5,1,5
1208,2004-11-20,8,1,1,5,1,5,1,5
1209,2004-11-15,8,5,1,5,8,5,8,5
1211,2004-11-16,5,1,1,5,1,5,1,5
1212,2004-11-18,8,1,1,5,8,1,8,1
1213,2004-11-09,8,5,1,5,1,5,8,5
