study,item,cue,code,answer,responses
mturk,putin,photo,partial,"putin, russian",1
mturk,putin,photo,partial,putin- russian governor,1
mturk,putin,photo,partial,russia pm,1
mturk,putin,photo,partial,russia prime minister,1
mturk,putin,photo,partial,russian,1
mturk,putin,photo,partial,russian dude,1
mturk,putin,photo,partial,"russian oligarch, i mean prime minister",1
mturk,putin,photo,partial,russian p.m.,1
mturk,putin,photo,partial,russian pm,1
mturk,putin,photo,partial,russian premiere,1
mturk,putin,photo,partial,russian prime minister.,1
mturk,putin,photo,partial,russian putin,1
mturk,putin,photo,partial,russiaqn prime minister,1
mturk,putin,photo,partial,soviet leader,1
mturk,putin,photo,partial,ussr leader,1
mturk,putin,photo,partial,"vladimir putin, russia",1
alumni,reid,name,correct,senate majority leader,40
staff,reid,name,correct,senate majority leader,20
alumni,reid,photo,correct,senate majority leader,18
staff,reid,photo,correct,senate majority leader,10
alumni,reid,name,correct,us senate majority leader,4
alumni,reid,name,correct,majority leader of the senate,2
alumni,reid,name,correct,"majority leader, u.s. senate",2
alumni,reid,name,correct,senate leader,2
alumni,reid,name,correct,"senator, majority leader",2
alumni,reid,photo,correct,senate leader,2
alumni,reid,photo,correct,us senate majority leader,2
alumni,reid,name,correct,d senate leader,1
alumni,reid,name,correct,dem majority leader us senate,1
alumni,reid,name,correct,democratic leader of the senate,1
alumni,reid,name,correct,"democratic majority leader, senate",1
alumni,reid,name,correct,democratic senator - senate leader,1
alumni,reid,name,correct,head of senate,1
alumni,reid,name,correct,"majority head, us senate",1
alumni,reid,name,correct,majority leader in senate,1
alumni,reid,name,correct,majority leader in the senate,1
alumni,reid,name,correct,majority leader senate,1
alumni,reid,name,correct,"majority leader, senate (nev) d",1
alumni,reid,name,correct,"nebraska senator, dem. leader",1
alumni,reid,name,correct,"nevada senator, sente majority leader",1
alumni,reid,name,correct,"nv senator, majority leader",1
alumni,reid,name,correct,senate democratic leader,1
alumni,reid,name,correct,senate majority chief,1
alumni,reid,name,correct,senate majority leader (d-nevada),1
alumni,reid,name,correct,senate majority leader (d-nv),1
alumni,reid,name,correct,senate majority leader (dem),1
alumni,reid,name,correct,"senate majority leader, senator from nevada",1
alumni,reid,name,correct,senate majority leder,1
alumni,reid,name,correct,senate republican majority leader,1
alumni,reid,name,correct,senator - majority leader,1
alumni,reid,name,correct,senator from nevada and senate majority leader,1
alumni,reid,name,correct,senator majority leader (d- nv),1
alumni,reid,name,correct,us senator from nevada--majority leader with re-election in jepordy,1
alumni,reid,photo,correct,"harry reed, senate majority leader",1
alumni,reid,photo,correct,leader - u.s. senate,1
alumni,reid,photo,correct,majority leader of the us senate,1
alumni,reid,photo,correct,senate leader reid,1
alumni,reid,photo,correct,"senate majority leader (harry reid, d-nv)",1
alumni,reid,photo,correct,"senate majority leader, sen-nv",1
alumni,reid,photo,correct,"senator from nevada, house majority leader",1
alumni,reid,photo,correct,u.s. senator (senate majority leader),1
staff,reid,name,correct,demacratic senate majority leader,1
staff,reid,name,correct,"democrat, senate majority leader",1
staff,reid,name,correct,democratic senator from nevada and senate majority leader,1
staff,reid,name,correct,former senate majority leader,1
staff,reid,name,correct,"majority leader, us senate",1
staff,reid,name,correct,senate majority leader. dem from nevada,1
staff,reid,name,correct,senator from nevada and majority leader of the senate,1
staff,reid,name,correct,"senator from nevada, majority leader of senate",1
staff,reid,name,correct,"senator of house, head of house",1
staff,reid,photo,correct,"harry reid- senator from nevada, majority leader",1
staff,reid,photo,correct,majority leader in the senate,1
staff,reid,photo,correct,"senate majority leader, harry reid",1
staff,reid,photo,correct,senate majority leader; nv senator,1
staff,reid,photo,correct,"senator from nevada, majority leader in senate",1
alumni,reid,photo,dk,,49
alumni,reid,name,dk,,40
staff,reid,photo,dk,,34
staff,reid,name,dk,,17
alumni,reid,photo,dk,no idea,4
staff,reid,photo,dk,don't know,2
alumni,reid,name,dk,didn't know (had to look it up),1
alumni,reid,name,dk,don't know (i live overseas),1
alumni,reid,name,dk,not sure,1
alumni,reid,photo,dk,dont know,1
alumni,reid,photo,dk,npr listener - no idea what people look like,1
staff,reid,name,dk,i don't know,1
staff,reid,name,dk,no idea,1
alumni,reid,photo,incorrect,congressman,6
alumni,reid,photo,incorrect,speaker of the house,5
alumni,reid,name,incorrect,house speaker,2
alumni,reid,name,incorrect,speaker of house,2
alumni,reid,name,incorrect,speaker of the house,2
alumni,reid,photo,incorrect,congress,2
alumni,reid,photo,incorrect,harry reid,2
staff,reid,photo,incorrect,unknown,2
alumni,reid,name,incorrect,baseball announcer,1
alumni,reid,name,incorrect,congressman,1
alumni,reid,name,incorrect,congressman from nevada,1
alumni,reid,name,incorrect,democratic house leader,1
alumni,reid,name,incorrect,house majority leader,1
alumni,reid,name,incorrect,house minority leader,1
alumni,reid,name,incorrect,journalist,1
alumni,reid,name,incorrect,legislator,1
alumni,reid,name,incorrect,"majority leader, house of representitives",1
alumni,reid,name,incorrect,minority leader,1
alumni,reid,name,incorrect,newsman,1
alumni,reid,name,incorrect,representant,1
alumni,reid,name,incorrect,"representative, not speaker but majority leader",1
alumni,reid,name,incorrect,speake of the house,1
alumni,reid,photo,incorrect,businessman,1
alumni,reid,photo,incorrect,columnist,1
alumni,reid,photo,incorrect,congressman?,1
alumni,reid,photo,incorrect,"harry reed, house speaker?",1
alumni,reid,photo,incorrect,herry reid legislator,1
alumni,reid,photo,incorrect,house majority leader,1
alumni,reid,photo,incorrect,majority whip,1
alumni,reid,photo,incorrect,member u.s. congress,1
alumni,reid,photo,incorrect,minority leader,1
alumni,reid,photo,incorrect,minority leader of the house,1
alumni,reid,photo,incorrect,newcaster,1
alumni,reid,photo,incorrect,news person,1
alumni,reid,photo,incorrect,newscaster,1
alumni,reid,photo,incorrect,newsreporter,1
alumni,reid,photo,incorrect,reid,1
alumni,reid,photo,incorrect,representative,1
alumni,reid,photo,incorrect,secretary of agriculture,1
alumni,reid,photo,incorrect,speaker of house,1
alumni,reid,photo,incorrect,us house speaker,1
alumni,reid,photo,incorrect,utah congressman,1
staff,reid,name,incorrect,assistant da,1
staff,reid,name,incorrect,congressman,1
staff,reid,name,incorrect,congressmand,1
staff,reid,name,incorrect,federal government,1
staff,reid,name,incorrect,finance officer,1
staff,reid,name,incorrect,leader of house,1
staff,reid,name,incorrect,legistrative branch,1
staff,reid,name,incorrect,majority leader of the house of representatives,1
staff,reid,name,incorrect,press secretary,1
staff,reid,name,incorrect,republican,1
staff,reid,name,incorrect,secretary of defense,1
staff,reid,name,incorrect,something financial?,1
staff,reid,name,incorrect,"speaker of house? liberal, hated by bill oreily",1
staff,reid,name,incorrect,unknown,1
staff,reid,name,incorrect,us congress leader,1
staff,reid,name,incorrect,us sec of defense,1
staff,reid,photo,incorrect,bob bray,1
staff,reid,photo,incorrect,congressman,1
staff,reid,photo,incorrect,government official,1
staff,reid,photo,incorrect,house majority leader harry reid,1
staff,reid,photo,incorrect,journalist?,1
staff,reid,photo,incorrect,member of u.s. house of representatives,1
staff,reid,photo,incorrect,minority speaker,1
staff,reid,photo,incorrect,political office,1
staff,reid,photo,incorrect,politician,1
staff,reid,photo,incorrect,republican house whip,1
staff,reid,photo,incorrect,republican politician,1
staff,reid,photo,incorrect,vice pres,1
staff,reid,photo,incorrect,washington or sacramento,1
staff,reid,photo,incorrect,washington politician (democrat),1
alumni,reid,photo,partial,senator,22
staff,reid,name,partial,senator,16
alumni,reid,name,partial,senator,9
staff,reid,photo,partial,senator,7
alumni,reid,name,partial,us senator,4
alumni,reid,photo,partial,us senator,3
staff,reid,name,partial,majority leader,3
staff,reid,name,partial,us senator,3
alumni,reid,name,partial,majority leader,2
alumni,reid,name,partial,nevada senator,2
alumni,reid,name,partial,us senator from nevada,2
staff,reid,name,partial,nevada senator,2
alumni,reid,name,partial,chairman of the senate,1
alumni,reid,name,partial,democratic senator,1
alumni,reid,name,partial,embattled senator,1
alumni,reid,name,partial,majority whip-- senate,1
alumni,reid,name,partial,nevada senator and minority leader,1
alumni,reid,name,partial,"republican senator, chairs important committee",1
alumni,reid,name,partial,senate chair,1
alumni,reid,name,partial,senate president,1
alumni,reid,name,partial,senator - usa,1
alumni,reid,name,partial,senator from idaho,1
alumni,reid,name,partial,senator from nevada,1
alumni,reid,name,partial,senator from nevada--may not be currently,1
alumni,reid,name,partial,senator from nv,1
alumni,reid,name,partial,senator or maybe rep,1
alumni,reid,name,partial,senator or representative,1
alumni,reid,name,partial,senator pro temp,1
alumni,reid,name,partial,senator us,1
alumni,reid,name,partial,"senator, nevada",1
alumni,reid,name,partial,"senator, nv",1
alumni,reid,name,partial,senator?,1
alumni,reid,name,partial,speaker of the senate,1
alumni,reid,name,partial,u. s. senate president pro tem,1
alumni,reid,name,partial,"us senate minority leader, republican from nevada",1
alumni,reid,name,partial,us senator nevada,1
alumni,reid,photo,partial,"harry reid, senator from nevada",1
alumni,reid,photo,partial,las vegas senator,1
alumni,reid,photo,partial,no idea. probably some member of the house or senate based on the background of the photo. no clue at all.,1
alumni,reid,photo,partial,orin hatch-senator,1
alumni,reid,photo,partial,senate minority whip,1
alumni,reid,photo,partial,senator - majority whip,1
alumni,reid,photo,partial,senator from utah,1
alumni,reid,photo,partial,senator harry reid (d-nev),1
alumni,reid,photo,partial,"senator harry reid, nevada",1
alumni,reid,photo,partial,u.s. senator?,1
staff,reid,name,partial,nevada us senator,1
staff,reid,name,partial,senate,1
staff,reid,name,partial,senator from nevada,1
staff,reid,name,partial,senator of nevada,1
staff,reid,name,partial,u.s. senator,1
staff,reid,photo,partial,"harry reid, senator",1
staff,reid,photo,partial,"harry reid, senator nevada (d)",1
staff,reid,photo,partial,majority leader in congress,1
staff,reid,photo,partial,"seantor, head of democratic party",1
staff,reid,photo,partial,senate,1
staff,reid,photo,partial,us senator,1
mturk,roberts,name,correct,chief justice,58
mturk,roberts,name,correct,chief justice of the supreme court,42
mturk,roberts,photo,correct,chief justice,22
mturk,roberts,photo,correct,chief justice of the supreme court,15
mturk,roberts,name,correct,chief justice of supreme court,13
mturk,roberts,name,correct,chief justice supreme court,13
mturk,roberts,name,correct,supreme court chief justice,9
mturk,roberts,photo,correct,chief justice of supreme court,7
mturk,roberts,name,correct,cheif justice,6
mturk,roberts,name,correct,chief supreme court justice,6
mturk,roberts,photo,correct,chief justice of the us supreme court,6
mturk,roberts,name,correct,chief justice of the us supreme court,5
mturk,roberts,name,correct,cheif justice supreme court,3
mturk,roberts,name,correct,chief justice scotus,3
mturk,roberts,name,correct,supreme court head,3
mturk,roberts,photo,correct,chief justice of us supreme court,3
mturk,roberts,photo,correct,supreme court chief justice,3
mturk,roberts,name,correct,chief justice of scotus,2
mturk,roberts,name,correct,chief justice of the united states,2
mturk,roberts,name,correct,chief justice of us,2
mturk,roberts,name,correct,chief justice of us supreme court,2
mturk,roberts,name,correct,"chief justice, scotus",2
mturk,roberts,name,correct,head of supreme court,2
mturk,roberts,photo,correct,chief justice of the united states,2
mturk,roberts,photo,correct,u.s. supreme court chief justice,2
mturk,roberts,name,correct,chef justice u.s. supreme court,1
mturk,roberts,name,correct,cheif justice of the supreme court,1
mturk,roberts,name,correct,cheif surpreme court justice,1
mturk,roberts,name,correct,chief just of the supreme court,1
mturk,roberts,name,correct,chief justic,1
mturk,roberts,name,correct,chief justic of the supreme court,1
mturk,roberts,name,correct,chief justice i think,1
mturk,roberts,name,correct,chief justice of supereme court,1
mturk,roberts,name,correct,chief justice of supreme ct,1
mturk,roberts,name,correct,chief justice of surpreme court,1
mturk,roberts,name,correct,chief justice of the sc,1
mturk,roberts,name,correct,chief justice of the sc.,1
mturk,roberts,name,correct,chief justice of the supreme,1
mturk,roberts,name,correct,chief justice of the supreme court of the u.s.,1
mturk,roberts,name,correct,chief justice of the supreme court of the united states,1
mturk,roberts,name,correct,chief justice of the u.s.,1
mturk,roberts,name,correct,chief justice of the united states supreme court,1
mturk,roberts,name,correct,chief justice of the united stats supreme court,1
mturk,roberts,name,correct,chief justice of u.s. supreme court,1
mturk,roberts,name,correct,chief justice of united states supreme court,1
mturk,roberts,name,correct,chief justice of usa,1
mturk,roberts,name,correct,chief justice on the supreme court,1
mturk,roberts,name,correct,chief justice supreme courts,1
mturk,roberts,name,correct,chief justice u.s. supreme court,1
mturk,roberts,name,correct,chief justice us supreme court,1
mturk,roberts,name,correct,"chief justice, supreme court",1
mturk,roberts,name,correct,"chief justice, us supreme court",1
mturk,roberts,name,correct,chief justiceof the supreme court,1
mturk,roberts,name,correct,chief justise,1
mturk,roberts,name,correct,chief justive of the supreme court,1
mturk,roberts,name,correct,chief of justice sema,1
mturk,roberts,name,correct,chief supreme court,1
mturk,roberts,name,correct,chief supreme court justice of the us,1
mturk,roberts,name,correct,current chief justice of us,1
mturk,roberts,name,correct,head judge of supreme court,1
mturk,roberts,name,correct,head justice of supreme court,1
mturk,roberts,name,correct,head of supreme court usa,1
mturk,roberts,name,correct,head supreme court justice,1
mturk,roberts,name,correct,lead supreme court justice,1
mturk,roberts,name,correct,leader of the supreme court,1
mturk,roberts,name,correct,scotus chief,1
mturk,roberts,name,correct,supreme court head justice,1
mturk,roberts,name,correct,supreme court head justice.,1
mturk,roberts,name,correct,supreme court justice cheif,1
mturk,roberts,name,correct,supreme court justice leader,1
mturk,roberts,name,correct,supremre court chief justice,1
mturk,roberts,name,correct,us chief justice,1
mturk,roberts,photo,correct,cheief justice supreme ct,1
mturk,roberts,photo,correct,cheif justice,1
mturk,roberts,photo,correct,cheif justice roberts of the supreme court,1
mturk,roberts,photo,correct,chief (leader) justice of the supreme court,1
mturk,roberts,photo,correct,chief justice / supreme court / (r),1
mturk,roberts,photo,correct,chief justice john roberts,1
mturk,roberts,photo,correct,chief justice of supreme court?,1
mturk,roberts,photo,correct,chief justice of the supreme couirt,1
mturk,roberts,photo,correct,chief justice of the supreme court john roberts,1
mturk,roberts,photo,correct,chief justice of the supreme court.,1
mturk,roberts,photo,correct,"chief justice of the united states (or, incorrectly, the supreme court)",1
mturk,roberts,photo,correct,chief justice of the united states supreme court,1
mturk,roberts,photo,correct,chief justice roberts,1
mturk,roberts,photo,correct,chief justice roberts of supreme court,1
mturk,roberts,photo,correct,chief justice supreme court,1
mturk,roberts,photo,correct,"chief justice, scotus",1
mturk,roberts,photo,correct,"chief justice, supreme court",1
mturk,roberts,photo,correct,chief justices roberts,1
mturk,roberts,photo,correct,chief supreme court justice,1
mturk,roberts,photo,correct,cj of sc,1
mturk,roberts,photo,correct,cjotsc,1
mturk,roberts,photo,correct,head of the supreme court.,1
mturk,roberts,photo,correct,head of u.s. supreme court,1
mturk,roberts,photo,correct,john roberts chief justice scotus,1
mturk,roberts,photo,correct,lead supreme court justice,1
mturk,roberts,photo,correct,roberts chief justice us supreme court,1
mturk,roberts,photo,correct,supreme court cief judge,1
mturk,roberts,photo,correct,supreme court justice (head),1
mturk,roberts,photo,correct,supreme court lead justice,1
mturk,roberts,photo,correct,supreme court leader,1
mturk,roberts,photo,correct,"that looks like roberts, if so, chief justice of supreme court",1
mturk,roberts,photo,dk,,243
mturk,roberts,name,dk,,190
mturk,roberts,photo,dk,don't know,43
mturk,roberts,photo,dk,i don't know,18
mturk,roberts,name,dk,don't know,17
mturk,roberts,photo,dk,dont know,12
mturk,roberts,photo,dk,i dont know,6
mturk,roberts,photo,dk,not sure,6
mturk,roberts,name,dk,dont know,4
mturk,roberts,photo,dk,idk,3
mturk,roberts,photo,dk,no idea,3
mturk,roberts,name,dk,i don't know,2
mturk,roberts,name,dk,i dont know,2
mturk,roberts,name,dk,idk,2
mturk,roberts,name,dk,not sure,2
mturk,roberts,photo,dk,no clue,2
mturk,roberts,photo,dk,unsure,2
mturk,roberts,name,dk,?,1
mturk,roberts,name,dk,dunno,1
mturk,roberts,name,dk,i don't know him,1
mturk,roberts,name,dk,rec name but dont know,1
mturk,roberts,photo,dk,???,1
mturk,roberts,photo,dk,can't remember - self-satisfied politician seems about right - looks like a young boehner - ready to cry any time ;-),1
mturk,roberts,photo,dk,cannot remember but know him,1
mturk,roberts,photo,dk,don't know this guy.,1
mturk,roberts,photo,dk,don't know!,1
mturk,roberts,photo,dk,don't know.,1
mturk,roberts,photo,dk,don't recall,1
mturk,roberts,photo,dk,i do not know,1
mturk,roberts,photo,dk,i do not recognize this person,1
mturk,roberts,photo,dk,i have no idea,1
mturk,roberts,photo,dk,know who he is but can't recall exact position,1
mturk,roberts,photo,dk,n/a,1
mturk,roberts,photo,dk,no clue...,1
mturk,roberts,photo,dk,none,1
mturk,roberts,name,incorrect,speaker of the house,10
mturk,roberts,photo,incorrect,speaker of the house,7
mturk,roberts,photo,incorrect,senator,4
mturk,roberts,name,incorrect,secretary of state,3
mturk,roberts,photo,incorrect,politician,3
mturk,roberts,name,incorrect,congress,2
mturk,roberts,photo,incorrect,congress,2
mturk,roberts,photo,incorrect,congressman,2
mturk,roberts,name,incorrect,3,1
mturk,roberts,name,incorrect,5,1
mturk,roberts,name,incorrect,conservative,1
mturk,roberts,name,incorrect,defense,1
mturk,roberts,name,incorrect,head of the treasury,1
mturk,roberts,name,incorrect,house leader?,1
mturk,roberts,name,incorrect,no name,1
mturk,roberts,name,incorrect,politican,1
mturk,roberts,name,incorrect,politics,1
mturk,roberts,name,incorrect,reporter,1
mturk,roberts,name,incorrect,republican whip,1
mturk,roberts,name,incorrect,senator,1
mturk,roberts,name,incorrect,senator house leader,1
mturk,roberts,name,incorrect,speaker,1
mturk,roberts,name,incorrect,"us politician, unknown position",1
mturk,roberts,name,incorrect,vp,1
mturk,roberts,name,incorrect,white house speaker,1
mturk,roberts,name,incorrect,white house staff,1
mturk,roberts,photo,incorrect,accountant,1
mturk,roberts,photo,incorrect,attorney,1
mturk,roberts,photo,incorrect,canada priminister,1
mturk,roberts,photo,incorrect,canadian prime minister,1
mturk,roberts,photo,incorrect,collonell,1
mturk,roberts,photo,incorrect,congresman,1
mturk,roberts,photo,incorrect,congressman and house intel chair,1
mturk,roberts,photo,incorrect,conservative,1
mturk,roberts,photo,incorrect,don' know,1
mturk,roberts,photo,incorrect,don't remember,1
mturk,roberts,photo,incorrect,dont' know,1
mturk,roberts,photo,incorrect,fbi director,1
mturk,roberts,photo,incorrect,former republican campaign manager,1
mturk,roberts,photo,incorrect,"he's theoretically neutral on policy, at least officially, but he's probably conservative in practice",1
mturk,roberts,photo,incorrect,houst representative,1
mturk,roberts,photo,incorrect,i know the face but the name doesn't come to me.,1
mturk,roberts,photo,incorrect,"james comi, traitor?",1
mturk,roberts,photo,incorrect,john boehner,1
mturk,roberts,photo,incorrect,john roberts,1
mturk,roberts,photo,incorrect,john ryan,1
mturk,roberts,photo,incorrect,minority whip,1
mturk,roberts,photo,incorrect,nc governor,1
mturk,roberts,photo,incorrect,nope,1
mturk,roberts,photo,incorrect,president (former),1
mturk,roberts,photo,incorrect,president of brittian,1
mturk,roberts,photo,incorrect,prime minister of england,1
mturk,roberts,photo,incorrect,secretary ?,1
mturk,roberts,photo,incorrect,secretary of treasury,1
mturk,roberts,photo,incorrect,senter,1
mturk,roberts,photo,incorrect,some congressman,1
mturk,roberts,photo,incorrect,somebody i should know,1
mturk,roberts,photo,incorrect,speaker of repulican house,1
mturk,roberts,photo,incorrect,unknown,1
mturk,roberts,photo,incorrect,vice president,1
mturk,roberts,photo,incorrect,vp,1
mturk,roberts,name,partial,supreme court justice,27
mturk,roberts,photo,partial,supreme court justice,11
mturk,roberts,name,partial,supreme court judge,10
mturk,roberts,name,partial,supreme court,9
mturk,roberts,name,partial,judge,4
mturk,roberts,name,partial,supreme court justic,3
mturk,roberts,photo,partial,supreme court judge,2
mturk,roberts,name,partial,federal judge,1
mturk,roberts,name,partial,justice,1
mturk,roberts,name,partial,justice dept something,1
mturk,roberts,name,partial,justice of the supreme court.,1
mturk,roberts,name,partial,member of the supreme court,1
mturk,roberts,name,partial,sumpreme court,1
mturk,roberts,name,partial,superior court judge,1
mturk,roberts,name,partial,supreme court j ustice,1
mturk,roberts,name,partial,supreme court judger,1
mturk,roberts,name,partial,supreme court member,1
mturk,roberts,name,partial,supreme court nominee,1
mturk,roberts,name,partial,supreme justice,1
mturk,roberts,name,partial,surperam court justice,1
mturk,roberts,name,partial,us sepreme court justice,1
mturk,roberts,name,partial,us supreme court justice,1
mturk,roberts,photo,partial,a jugde in the supreme court,1
mturk,roberts,photo,partial,judge,1
mturk,roberts,photo,partial,scotus judge,1
mturk,roberts,photo,partial,supreme court,1
mturk,roberts,photo,partial,"supreme court justice, greasy trial lawyer",1
mturk,roberts,photo,partial,supreme justice,1
alumni,sarkozy,name,correct,president of france,76
staff,sarkozy,name,correct,president of france,36
alumni,sarkozy,photo,correct,president of france,27
alumni,sarkozy,name,correct,french president,25
staff,sarkozy,name,correct,french president,18
alumni,sarkozy,name,correct,"president, france",9
staff,sarkozy,photo,correct,president of france,9
alumni,sarkozy,photo,correct,french president,6
alumni,sarkozy,name,correct,pres of france,4
alumni,sarkozy,name,correct,pres. of france,3
alumni,sarkozy,name,correct,president france,3
alumni,sarkozy,name,correct,france president,2
alumni,sarkozy,name,correct,french pres,2
alumni,sarkozy,name,correct,leader of france,2
staff,sarkozy,photo,correct,french president,2
alumni,sarkozy,name,correct,france-- president,1
alumni,sarkozy,name,correct,head of state in france,1
alumni,sarkozy,name,correct,"head of state, france.",1
alumni,sarkozy,name,correct,pres france,1
alumni,sarkozy,name,correct,president french republic,1
alumni,sarkozy,name,correct,president of france (maybe prime minister),1
alumni,sarkozy,name,correct,prez of france,1
alumni,sarkozy,name,correct,prime minister of france (may be president),1
alumni,sarkozy,name,correct,prime minister/president? of france,1
alumni,sarkozy,name,correct,republic president for france,1
alumni,sarkozy,photo,correct,french president sarkozy,1
alumni,sarkozy,photo,correct,frencn president,1
alumni,sarkozy,photo,correct,minister president of france,1
alumni,sarkozy,photo,correct,"nikolas sarkozy, president of france",1
alumni,sarkozy,photo,correct,president france,1
alumni,sarkozy,photo,correct,president of france sarkozy,1
alumni,sarkozy,photo,correct,president of french republic,1
alumni,sarkozy,photo,correct,president of the republic (france),1
alumni,sarkozy,photo,correct,sarcozy-president of france,1
alumni,sarkozy,photo,correct,"sarkozy, french president",1
staff,sarkozy,name,correct,france's president,1
staff,sarkozy,name,correct,head of france,1
staff,sarkozy,name,correct,il est le president de france et le mari de carla bruni,1
staff,sarkozy,name,correct,is the 23rd and current president of the french republic,1
staff,sarkozy,name,correct,pres of france,1
staff,sarkozy,name,correct,pres. france,1
staff,sarkozy,name,correct,pres. of france,1
staff,sarkozy,name,correct,president (?) of france,1
staff,sarkozy,name,correct,president france,1
staff,sarkozy,name,correct,president or prime minister of france,1
staff,sarkozy,name,correct,"president, france",1
staff,sarkozy,photo,correct,french president sarkozy,1
staff,sarkozy,photo,correct,head of state of france,1
staff,sarkozy,photo,correct,"nicolas sarkozy, president of france",1
staff,sarkozy,photo,correct,president of france?,1
alumni,sarkozy,photo,dk,,52
staff,sarkozy,photo,dk,,43
alumni,sarkozy,name,dk,,18
staff,sarkozy,name,dk,,14
staff,sarkozy,photo,dk,don't know,3
alumni,sarkozy,photo,dk,no idea,2
alumni,sarkozy,name,dk,don't know,1
alumni,sarkozy,name,dk,i do not know,1
alumni,sarkozy,photo,dk,??,1
alumni,sarkozy,photo,dk,npr listener - no idea what people look like,1
staff,sarkozy,name,dk,don't know,1
staff,sarkozy,name,dk,i don't know,1
staff,sarkozy,name,dk,no idea,1
staff,sarkozy,photo,dk,no idea,1
alumni,sarkozy,photo,incorrect,chief of staff,7
alumni,sarkozy,photo,incorrect,president,6
staff,sarkozy,photo,incorrect,chief of staff,4
alumni,sarkozy,name,incorrect,russian president,3
alumni,sarkozy,photo,incorrect,representative,2
alumni,sarkozy,photo,incorrect,secret service,2
staff,sarkozy,photo,incorrect,unknown,2
alumni,sarkozy,name,incorrect,dnk,1
alumni,sarkozy,name,incorrect,information czar,1
alumni,sarkozy,name,incorrect,"president, russia",1
alumni,sarkozy,name,incorrect,prime minister,1
alumni,sarkozy,name,incorrect,writer,1
alumni,sarkozy,photo,incorrect,asst. to the president,1
alumni,sarkozy,photo,incorrect,banker,1
alumni,sarkozy,photo,incorrect,budget director,1
alumni,sarkozy,photo,incorrect,chief information officer,1
alumni,sarkozy,photo,incorrect,chief of staff to pres.,1
alumni,sarkozy,photo,incorrect,director fbi,1
alumni,sarkozy,photo,incorrect,embassador,1
alumni,sarkozy,photo,incorrect,fbi,1
alumni,sarkozy,photo,incorrect,fbi agent,1
alumni,sarkozy,photo,incorrect,fbi chief,1
alumni,sarkozy,photo,incorrect,financial manager,1
alumni,sarkozy,photo,incorrect,foreign head of state,1
alumni,sarkozy,photo,incorrect,foreign relations chair,1
alumni,sarkozy,photo,incorrect,"looks kind of familiar, but no actual idea. maybe an actor?",1
alumni,sarkozy,photo,incorrect,manager,1
alumni,sarkozy,photo,incorrect,member of congress,1
alumni,sarkozy,photo,incorrect,member president's cabinet,1
alumni,sarkozy,photo,incorrect,newscaster,1
alumni,sarkozy,photo,incorrect,obama's innter circle,1
alumni,sarkozy,photo,incorrect,political analyst,1
alumni,sarkozy,photo,incorrect,political spin,1
alumni,sarkozy,photo,incorrect,politician from overseas,1
alumni,sarkozy,photo,incorrect,president's advisor?,1
alumni,sarkozy,photo,incorrect,president's chief of staff,1
alumni,sarkozy,photo,incorrect,president's chief of stgaff,1
alumni,sarkozy,photo,incorrect,presidents advisor,1
alumni,sarkozy,photo,incorrect,public affairs for obama,1
alumni,sarkozy,photo,incorrect,radio/tv commentator,1
alumni,sarkozy,photo,incorrect,sales,1
alumni,sarkozy,photo,incorrect,salesman,1
alumni,sarkozy,photo,incorrect,secretary of treasury,1
alumni,sarkozy,photo,incorrect,treasury secretary,1
alumni,sarkozy,photo,incorrect,united nations,1
alumni,sarkozy,photo,incorrect,white house chief of staff,1
staff,sarkozy,name,incorrect,economics czar,1
staff,sarkozy,name,incorrect,international leader,1
staff,sarkozy,name,incorrect,president,1
staff,sarkozy,name,incorrect,prime minister,1
staff,sarkozy,name,incorrect,public information officer,1
staff,sarkozy,name,incorrect,senator,1
staff,sarkozy,name,incorrect,state government,1
staff,sarkozy,name,incorrect,treasury,1
staff,sarkozy,name,incorrect,united nations member,1
staff,sarkozy,photo,incorrect,lawyer,1
staff,sarkozy,photo,incorrect,nj govenor,1
staff,sarkozy,photo,incorrect,president,1
staff,sarkozy,photo,incorrect,president obama's chief of staff until this week,1
staff,sarkozy,photo,incorrect,president of south american country,1
staff,sarkozy,photo,incorrect,presidents chief of staff,1
staff,sarkozy,photo,incorrect,salesperson,1
staff,sarkozy,photo,incorrect,secretary of the treasury,1
staff,sarkozy,photo,incorrect,"timothy geitner, treasury secretary",1
staff,sarkozy,photo,incorrect,white house official,1
alumni,sarkozy,name,partial,prime minister of france,9
alumni,sarkozy,name,partial,french prime minister,6
alumni,sarkozy,name,partial,chancellor of france,1
alumni,sarkozy,name,partial,france prime minister,1
alumni,sarkozy,name,partial,french premier,1
alumni,sarkozy,name,partial,french top dog,1
alumni,sarkozy,name,partial,pm of france,1
alumni,sarkozy,photo,partial,france prime minister,1
alumni,sarkozy,photo,partial,french prime minister,1
alumni,sarkozy,photo,partial,french prince minister,1
alumni,sarkozy,photo,partial,prime minister of france,1
alumni,sarkozy,photo,partial,"sarkozy, pm of france",1
staff,sarkozy,name,partial,france prime minister,1
staff,sarkozy,name,partial,french prime minister,1
staff,sarkozy,photo,partial,french politician,1
staff,sarkozy,photo,partial,prime minister of france,1
mturk,schumer,name,correct,senate minority leader,63
mturk,schumer,photo,correct,senate minority leader,56
mturk,schumer,name,correct,minority leader senate,3
mturk,schumer,photo,correct,minority leader senate,3
mturk,schumer,photo,correct,minority leader of senate,2
mturk,schumer,photo,correct,minority leader of the senate,2
